num_ligne;Session;Code académie;Académie;Sexe;Statut du candidat;Voie;Série;Diplôme spécialité;Nombre d'inscrits;Nombre de présents;Nombre d'admis au 1er groupe;Nombre de refusés au 1er groupe;Nombre d'ajournés, passant les épreuves du 2nd groupe;Nombre d'admis à l'issue du 2nd groupe;Nombre de refusés à l'issue du 2nd groupe;Nombre d'admis totaux;Nombre d'admis avec mention TB avec les félicitations du jury;Nombre d'admis avec mention TB sans les félicitations du jury;Nombre d'admis avec mention B;Nombre d'admis avec mention AB;Nombre d'admis sans mention;Nombre de refusés totaux
10007.0;2022;27;CORSE;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25514 SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;8;8;6;1;1;1;0;7;0;0;0;2;5;1
10012.0;2022;27;CORSE;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21405 AMENAGEMENTS PAYSAGERS;6;5;5;0;0;0;0;5;0;0;0;1;4;0
10014.0;2022;27;CORSE;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31106 LOGISTIQUE;10;10;9;1;0;0;0;9;0;1;2;5;1;1
10017.0;2022;27;CORSE;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;17;17;15;1;1;1;0;16;0;0;3;4;9;1
10022.0;2022;27;CORSE;MASCULIN;SCOLAIRE;BAC TECHNOLOGIQUE;BAC ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;19;19;13;1;5;4;1;17;0;1;1;7;8;2
10027.0;2022;27;CORSE;MASCULIN;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STI2D;BAC STI2D INNOVATION TECHNO.  ET ECO CONCEPTION;8;8;6;0;2;1;1;7;0;0;0;2;5;1
10031.0;2022;27;CORSE;MASCULIN;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STMG;BAC STMG MERCATIQUE (MARKETING);75;75;56;2;17;11;6;67;0;0;5;29;33;8
10037.0;2022;24;CRETEIL;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 24303 MET. DU CUIR: SELLERIE GARNISSAGE;9;8;8;0;0;0;0;8;0;5;3;0;0;0
10041.0;2022;24;CRETEIL;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25408 REPARATION DES CARROSSERIES;1;1;1;0;0;0;0;1;0;0;0;1;0;0
10044.0;2022;24;CRETEIL;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21405 AMENAGEMENTS PAYSAGERS;2;2;2;0;0;0;0;2;0;0;0;0;2;0
10048.0;2022;24;CRETEIL;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31214 MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;4;4;4;0;0;0;0;4;0;0;1;2;1;0
10058.0;2022;24;CRETEIL;FEMININ;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;5;4;1;3;0;0;0;1;0;0;0;1;0;3
10060.0;2022;24;CRETEIL;FEMININ;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;9;5;3;1;1;0;1;3;0;0;0;2;1;2
10065.0;2022;24;CRETEIL;FEMININ;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 24301 METIERS DU CUIR : CHAUSSURES;1;1;1;0;0;0;0;1;0;0;1;0;0;0
10067.0;2022;24;CRETEIL;FEMININ;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 24303 MET. DU CUIR: SELLERIE GARNISSAGE;5;5;5;0;0;0;0;5;0;0;3;2;0;0
10072.0;2022;24;CRETEIL;FEMININ;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33102 PROTHESE DENTAIRE;1;1;1;0;0;0;0;1;0;0;0;0;1;0
10075.0;2022;24;CRETEIL;FEMININ;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23203 TECHNICIEN BAT. : ORG.REAL.GROS O;1;1;0;0;1;0;1;0;0;0;0;0;0;1
10076.0;2022;24;CRETEIL;FEMININ;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 24203 METIERS DE LA MODE - VÊTEMENT;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10077.0;2022;24;CRETEIL;FEMININ;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21004 CGEA;1;1;1;0;0;0;0;1;0;0;0;0;1;0
10083.0;2022;24;CRETEIL;FEMININ;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;5;5;5;0;0;0;0;5;0;0;0;1;4;0
10085.0;2022;24;CRETEIL;FEMININ;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33003 ACC.SOINS-S.PERS. OPT.A DOMICILE;4;1;0;1;0;0;0;0;0;0;0;0;0;1
10095.0;2022;24;CRETEIL;FEMININ;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC STMG;BAC STMG GESTION ET FINANCE;13;4;0;2;2;2;0;2;0;0;0;0;2;2
10103.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23003 ARTIS. & M.ART:MARCHANDISAGE VIS.;23;23;19;2;2;1;1;20;0;3;6;4;7;3
10110.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23407 TECHNIC.FAB.BOIS ET MATERX ASSOC;1;1;0;1;0;0;0;0;0;0;0;0;0;1
10115.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25007 MAINTENANCE EQUIPEMENTS INDUST.;1;1;1;0;0;0;0;1;0;0;0;0;1;0
10140.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 32206 FACONNAGE PRODTS IMPRIMES ROUTAGE;1;1;1;0;0;0;0;1;0;1;0;0;0;0
10146.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;1445;1439;1190;183;66;41;25;1231;0;40;266;512;413;208
10147.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33101 OPTIQUE LUNETTERIE;30;30;29;1;0;0;0;29;0;2;4;5;18;1
10148.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33102 PROTHESE DENTAIRE;2;2;2;0;0;0;0;2;0;0;0;0;2;0
10149.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;43;43;35;6;2;2;0;37;0;4;8;10;15;6
10152.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 34403 METIERS DE LA SECURITE;42;42;38;3;1;0;1;38;0;7;14;11;6;4
10155.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STAV;BAC STAV AGRONOMIE ALIM ENV TERRITOI;34;34;34;0;0;0;0;34;0;0;1;14;19;0
10157.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STHR;BAC STHR SC.&TEC. HOTELLERIE-RESTAURATION;35;35;29;1;5;4;1;33;0;0;3;17;13;2
10158.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STI2D;BAC STI2D ARCHITECTURE ET CONSTRUCTION;54;54;45;0;9;5;4;50;0;1;3;19;27;4
10159.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STI2D;BAC STI2D ENERGIES  ET ENVIRONNEMENT;29;29;25;1;3;2;1;27;0;0;8;10;9;2
10161.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STI2D;BAC STI2D SYSTÈME D'INFORMATION  ET NUMERIQUE;45;45;36;2;7;6;1;42;1;1;8;13;19;3
10165.0;2022;24;CRETEIL;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STMG;BAC STMG MERCATIQUE (MARKETING);1769;1769;1512;63;194;154;40;1666;0;33;222;591;820;103
10170.0;2022;24;CRETEIL;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22703 TECHN.INSTALL.SYST.ENERG.CLIMATI;53;46;22;14;10;3;7;25;0;2;2;8;13;21
10171.0;2022;24;CRETEIL;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;35;33;16;16;1;1;0;17;0;2;4;5;6;16
10172.0;2022;24;CRETEIL;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23203 TECHNICIEN BAT. : ORG.REAL.GROS O;32;30;26;4;0;0;0;26;0;2;4;15;5;4
10181.0;2022;24;CRETEIL;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25220 MAINT.MATERIELS OPT.B TP MANUT.;4;4;3;1;0;0;0;3;0;0;1;0;2;1
10184.0;2022;24;CRETEIL;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25410 CONSTRUCTION DES CARROSSERIES;2;2;2;0;0;0;0;2;0;0;1;0;1;0
10185.0;2022;24;CRETEIL;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25411 TECH.CHAUDRONNERIE INDUSTRIELLE;19;16;12;3;1;0;1;12;0;0;1;3;8;4
10192.0;2022;24;CRETEIL;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31106 LOGISTIQUE;54;54;33;18;3;1;2;34;0;2;3;8;21;20
10193.0;2022;24;CRETEIL;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31212 METIERS DE L'ACCUEIL;12;12;10;1;1;1;0;11;0;1;4;3;3;1
10198.0;2022;24;CRETEIL;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;29;28;25;3;0;0;0;25;0;2;6;9;8;3
10204.0;2022;24;CRETEIL;MASCULIN;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 30001 GESTION-ADMINISTRATION;2;2;0;2;0;0;0;0;0;0;0;0;0;2
10205.0;2022;24;CRETEIL;MASCULIN;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;2;2;0;2;0;0;0;0;0;0;0;0;0;2
10210.0;2022;24;CRETEIL;MASCULIN;ENSEIGNEMENT A DISTANCE;BAC TECHNOLOGIQUE;BAC STMG;BAC STMG RESSOURCES HUMAINES ET COMMUNICATION;2;2;0;1;1;1;0;1;0;0;0;0;1;1
10211.0;2022;24;CRETEIL;MASCULIN;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;13;12;12;0;0;0;0;12;0;3;6;3;0;0
10215.0;2022;24;CRETEIL;MASCULIN;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25220 MAINT.MATERIELS OPT.B TP MANUT.;1;1;1;0;0;0;0;1;0;1;0;0;0;0
10220.0;2022;24;CRETEIL;MASCULIN;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 30001 GESTION-ADMINISTRATION;1;1;1;0;0;0;0;1;0;1;0;0;0;0
10229.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25007 MAINTENANCE EQUIPEMENTS INDUST.;5;5;1;4;0;0;0;1;0;0;0;1;0;4
10231.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25215 MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10238.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25513 SYST.NUM.OPT.A SURETE SECURITE;2;2;0;2;0;0;0;0;0;0;0;0;0;2
10240.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21004 CGEA;5;2;2;0;0;0;0;2;0;0;0;0;2;0
10241.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21113 CGEVV;1;1;1;0;0;0;0;1;0;0;0;0;1;0
10242.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;3;2;1;1;0;0;0;1;0;0;0;0;1;1
10248.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;12;6;4;2;0;0;0;4;0;0;0;0;4;2
10254.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;4;2;1;1;0;0;0;1;0;0;0;0;1;1
10255.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC STD2A;BAC STD2A SCIENCES & TECHNO. DESIGN-ARTS APPLIQUES;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10260.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC STMG;BAC STMG MERCATIQUE (MARKETING);34;22;9;9;4;3;1;12;0;0;0;3;9;10
10262.0;2022;24;CRETEIL;MASCULIN;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC STMG;BAC STMG SYSTEMES D'INFORMATION DE GESTION;1;1;1;0;0;0;0;1;0;1;0;0;0;0
10269.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;85;85;50;31;4;3;1;53;0;0;3;18;32;32
10274.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BACPRO 23103 TECHNICIEN GEOMETRE-TOPOGRAPHE;15;15;11;4;0;0;0;11;0;1;1;5;4;4
10275.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23203 TECHNICIEN BAT. : ORG.REAL.GROS O;58;57;48;7;2;2;0;50;0;6;15;12;17;7
10278.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23404 TECHNICIEN CONSTRUCTEUR BOIS;9;9;7;2;0;0;0;7;0;0;0;3;4;2
10285.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25006 MICROTECHNIQUES;87;87;65;15;7;6;1;71;0;0;10;28;33;16
10286.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25007 MAINTENANCE EQUIPEMENTS INDUST.;291;289;172;109;8;6;2;178;0;7;24;58;89;111
10289.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;155;153;120;30;3;3;0;123;0;6;16;44;57;30
10291.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25216 MAINT.VEHIC.OPTC MOTOCYCLES;63;63;41;21;1;1;0;42;0;2;5;13;22;21
10293.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25220 MAINT.MATERIELS OPT.B TP MANUT.;16;16;11;5;0;0;0;11;0;0;1;2;8;5
10295.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25302 AERONAUTIQUE OPTION AVIONIQUE;11;11;10;1;0;0;0;10;0;0;5;4;1;1
10298.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25406 OUVRAGES DU BATIMENT METALLERIE;28;28;18;7;3;2;1;20;0;0;5;9;6;8
10301.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25411 TECH.CHAUDRONNERIE INDUSTRIELLE;74;73;60;10;3;3;0;63;0;6;17;17;23;10
10314.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31106 LOGISTIQUE;129;128;91;29;8;6;2;97;0;6;15;28;48;31
10319.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31214 MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;595;595;448;110;37;28;9;476;0;9;70;198;199;119
10330.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33603 ESTHETIQUE COSMETIQUE PARFUMERIE;1;1;1;0;0;0;0;1;0;0;0;1;0;0
10335.0;2022;24;CRETEIL;MASCULIN;SCOLAIRE;BAC TECHNOLOGIQUE;BAC ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;217;217;176;12;29;25;4;201;0;3;13;57;128;16
10353.0;2022;07;DIJON;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BACPRO 23103 TECHNICIEN GEOMETRE-TOPOGRAPHE;1;1;1;0;0;0;0;1;0;0;1;0;0;0
10363.0;2022;07;DIJON;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21210 COND GEST ENTR CANIN ET FELIN;10;10;9;1;0;0;0;9;0;0;0;9;0;1
10364.0;2022;07;DIJON;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21211 COND GEST ENTR HIPPIQUE;11;9;8;1;0;0;0;8;0;0;0;1;7;1
10367.0;2022;07;DIJON;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 30001 GESTION-ADMINISTRATION;5;5;5;0;0;0;0;5;0;0;2;2;1;0
10368.0;2022;07;DIJON;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31106 LOGISTIQUE;1;1;1;0;0;0;0;1;0;0;0;0;1;0
10378.0;2022;07;DIJON;FEMININ;ENSEIGNEMENT A DISTANCE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;1;1;0;1;0;0;0;0;0;0;0;0;0;1
10385.0;2022;07;DIJON;FEMININ;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31212 METIERS DE L'ACCUEIL;2;2;1;1;0;0;0;1;0;0;0;0;1;1
10386.0;2022;07;DIJON;FEMININ;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;1;1;1;0;0;0;0;1;0;0;1;0;0;0
10391.0;2022;07;DIJON;FEMININ;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31212 METIERS DE L'ACCUEIL;1;1;0;1;0;0;0;0;0;0;0;0;0;1
10394.0;2022;07;DIJON;FEMININ;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33102 PROTHESE DENTAIRE;1;1;1;0;0;0;0;1;0;0;0;1;0;0
10397.0;2022;07;DIJON;FEMININ;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC STMG;BAC STMG MERCATIQUE (MARKETING);7;5;2;3;0;0;0;2;0;0;0;1;1;3
10402.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22105 BOULANGER-PÂTISSIER;27;27;26;1;0;0;0;26;0;2;11;10;3;1
10413.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 24202 ARTIS.& MET.ART : TAPIS.D'AMEUBL;4;4;3;1;0;0;0;3;0;0;0;2;1;1
10418.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25108 TECHNICIEN MODELEUR;6;6;4;2;0;0;0;4;0;0;1;2;1;2
10420.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25303 AERONAUTIQUE OPTION SYSTEMES;1;1;1;0;0;0;0;1;0;0;0;1;0;0
10422.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25510 METIERS ELECT. ENVIRON. CONNECTES;4;4;3;1;0;0;0;3;0;0;0;2;1;1
10423.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25515 SYST.NUM.OPT.C RES.INF.SYST.COMM.;2;2;2;0;0;0;0;2;0;0;0;1;1;0
10424.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21004 CGEA;34;33;26;7;0;0;0;26;0;0;4;6;16;7
10428.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21210 COND GEST ENTR CANIN ET FELIN;16;15;11;4;0;0;0;11;0;0;0;2;9;4
10430.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21302 GEST MILIEUX NATURELS FAUNE;5;5;5;0;0;0;0;5;0;0;0;3;2;0
10438.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;246;245;203;30;12;11;1;214;0;9;45;82;78;31
10448.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;37;37;29;7;1;1;0;30;0;2;11;13;4;7
10450.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 34304 HYGIENE PROPRETE STERILISATION;9;9;7;2;0;0;0;7;0;0;1;4;2;2
10452.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 34403 METIERS DE LA SECURITE;26;26;26;0;0;0;0;26;0;6;12;4;4;0
10453.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO AG 33002 SERV PERS TERRIT;190;183;166;17;0;0;0;166;0;2;25;63;76;17
10459.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STHR;BAC STHR SC.&TEC. HOTELLERIE-RESTAURATION;28;28;28;0;0;0;0;28;1;1;6;13;7;0
10460.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STI2D;BAC STI2D ARCHITECTURE ET CONSTRUCTION;13;13;11;0;2;2;0;13;0;1;2;1;9;0
10461.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STI2D;BAC STI2D ENERGIES  ET ENVIRONNEMENT;10;10;7;0;3;3;0;10;0;0;1;0;9;0
10466.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STMG;BAC STMG GESTION ET FINANCE;113;113;100;1;12;9;3;109;1;2;21;43;42;4
10467.0;2022;07;DIJON;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STMG;BAC STMG MERCATIQUE (MARKETING);338;338;274;13;51;34;17;308;0;5;29;108;166;30
10473.0;2022;07;DIJON;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;12;12;8;3;1;1;0;9;0;0;3;3;3;3
10476.0;2022;07;DIJON;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23102 TRAVAUX PUBLICS;27;27;26;1;0;0;0;26;0;0;9;13;4;1
10482.0;2022;07;DIJON;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23304 AMENAGEMENT FINITION BATIMENT;9;9;5;3;1;0;1;5;0;0;2;2;1;4
10486.0;2022;07;DIJON;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25007 MAINTENANCE EQUIPEMENTS INDUST.;37;35;31;3;1;0;1;31;0;4;3;11;13;4
10496.0;2022;07;DIJON;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25509 TECHNIC. FROID CONDITIONNEMT AIR;2;2;2;0;0;0;0;2;0;0;0;2;0;0
10497.0;2022;07;DIJON;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25510 METIERS ELECT. ENVIRON. CONNECTES;31;31;23;3;5;2;3;25;0;2;5;9;9;6
10498.0;2022;07;DIJON;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25513 SYST.NUM.OPT.A SURETE SECURITE;1;1;1;0;0;0;0;1;0;0;1;0;0;0
10501.0;2022;07;DIJON;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21004 CGEA;64;62;48;14;0;0;0;48;0;0;3;19;26;14
10507.0;2022;07;DIJON;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 22106 TEC CONS VTE ALIMENTATION VINS SP;2;2;1;1;0;0;0;1;0;0;0;0;1;1
