num_ligne;Session;Code académie;Académie;Sexe;Statut du candidat;Voie;Série;Diplôme spécialité;Nombre d'inscrits;Nombre de présents;Nombre d'admis au 1er groupe;Nombre de refusés au 1er groupe;Nombre d'ajournés, passant les épreuves du 2nd groupe;Nombre d'admis à l'issue du 2nd groupe;Nombre de refusés à l'issue du 2nd groupe;Nombre d'admis totaux;Nombre d'admis avec mention TB avec les félicitations du jury;Nombre d'admis avec mention TB sans les félicitations du jury;Nombre d'admis avec mention B;Nombre d'admis avec mention AB;Nombre d'admis sans mention;Nombre de refusés totaux
25448.0;2023;25;VERSAILLES;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22703 TECHN.INSTALL.SYST.ENERG.CLIMATI;4;2;0;2;0;0;0;0;0;0;0;0;0;2
15076.0;2022;13;POITIERS;FEMININ;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33603 ESTHETIQUE COSMETIQUE PARFUMERIE;2;1;0;1;0;0;0;0;0;0;0;0;0;1
25460.0;2023;25;VERSAILLES;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25408 REPARATION DES CARROSSERIES;1;1;1;0;0;0;0;1;0;0;0;0;1;0
15079.0;2022;13;POITIERS;FEMININ;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC STMG;BAC STMG GESTION ET FINANCE;2;1;1;0;0;0;0;1;0;0;0;0;1;0
25468.0;2023;25;VERSAILLES;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;4;4;4;0;0;0;0;4;0;0;0;0;4;0
15084.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BACPRO 20002 ETUD.DEFINITION PRDTS INDUSTRIEL;2;2;1;1;0;0;0;1;0;0;0;1;0;1
25473.0;2023;25;VERSAILLES;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31212 METIERS DE L'ACCUEIL;6;4;1;2;1;1;0;2;0;0;0;1;1;2
15089.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22106 CUISINE;48;48;43;5;0;0;0;43;0;5;15;12;11;5
25475.0;2023;25;VERSAILLES;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31214 MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;11;9;6;2;1;0;1;6;0;0;0;1;5;3
15111.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25510 METIERS ELECT. ENVIRON. CONNECTES;3;3;2;1;0;0;0;2;0;0;0;1;1;1
25476.0;2023;25;VERSAILLES;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 32207 REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;1;0;0;0;0;0;0;0;0;0;0;0;0;0
15119.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21211 COND GEST ENTR HIPPIQUE;70;70;65;5;0;0;0;65;0;1;4;29;31;5
25479.0;2023;25;VERSAILLES;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33002 SERVICES DE PROXIMITE  VIE LOCAL;1;1;1;0;0;0;0;1;0;0;0;0;1;0
15120.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21302 GEST MILIEUX NATURELS FAUNE;21;21;19;2;0;0;0;19;0;0;3;5;11;2
25485.0;2023;25;VERSAILLES;MASCULIN;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC STD2A;BAC STD2A SCIENCES & TECHNO. DESIGN-ARTS APPLIQUES;6;6;4;1;1;1;0;5;0;0;0;2;3;1
15139.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;291;290;265;17;8;6;2;271;0;15;74;103;79;19
25489.0;2023;25;VERSAILLES;MASCULIN;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC STI2D;BAC STI2D SYSTÈME D'INFORMATION  ET NUMERIQUE;9;9;1;6;2;1;1;2;0;0;0;0;2;7
15144.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 34403 METIERS DE LA SECURITE;17;17;17;0;0;0;0;17;0;2;9;3;3;0
25499.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22105 BOULANGER-PÂTISSIER;51;51;42;7;2;2;0;44;0;3;8;16;17;7
15145.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO AG 33002 SERV PERS TERRIT;274;264;233;31;0;0;0;233;0;3;28;91;111;31
25508.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23203 TECHNICIEN BAT. : ORG.REAL.GROS O;37;37;31;5;1;1;0;32;0;3;7;7;15;5
15148.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STD2A;BAC STD2A SCIENCES & TECHNO. DESIGN-ARTS APPLIQUES;88;88;87;0;1;1;0;88;0;4;25;44;15;0
25518.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25009 MAINTENANCE NAUTIQUE;18;18;13;3;2;2;0;15;0;0;2;7;6;3
15149.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STHR;BAC STHR SC.&TEC. HOTELLERIE-RESTAURATION;37;37;34;0;3;2;1;36;0;4;2;15;15;1
25524.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25219 MAINT.MATERIELS OPT.A AGRICOLES;6;6;3;2;1;1;0;4;0;0;0;1;3;2
15154.0;2022;13;POITIERS;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STL;BAC STL BIOCHIM.-BIOLOGIE-BIOTECHNOL.;58;58;50;1;7;6;1;56;1;5;8;19;23;2
25525.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25220 MAINT.MATERIELS OPT.B TP MANUT.;14;14;12;2;0;0;0;12;0;1;1;2;8;2
15167.0;2022;13;POITIERS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23303 MENUISERIE ALUMINIUM-VERRE;5;5;3;2;0;0;0;3;0;1;1;0;1;2
25530.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25406 OUVRAGES DU BATIMENT METALLERIE;10;10;8;2;0;0;0;8;0;1;1;3;3;2
15181.0;2022;13;POITIERS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25406 OUVRAGES DU BATIMENT METALLERIE;4;4;3;0;1;1;0;4;0;2;1;0;1;0
25531.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25408 REPARATION DES CARROSSERIES;64;64;50;8;6;6;0;56;0;4;12;17;23;8
15184.0;2022;13;POITIERS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25509 TECHNIC. FROID CONDITIONNEMT AIR;11;11;10;1;0;0;0;10;0;0;1;5;4;1
25537.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25514 SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;248;247;197;31;19;9;10;206;0;4;42;77;83;41
15187.0;2022;13;POITIERS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25515 SYST.NUM.OPT.C RES.INF.SYST.COMM.;2;2;2;0;0;0;0;2;0;0;1;1;0;0
25539.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21001 AGRO-EQUIPEMENT;3;3;3;0;0;0;0;3;0;0;0;0;3;0
15189.0;2022;13;POITIERS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21004 CGEA;54;52;44;8;0;0;0;44;0;0;3;15;26;8
25554.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 32207 REAL.PR.IMPR.PLURI.OPTA.PR.GRAPH.;61;61;60;1;0;0;0;60;0;3;16;28;13;1
15203.0;2022;13;POITIERS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33403 COMMERC. SERVICES EN RESTAURATION;4;4;3;1;0;0;0;3;0;0;1;0;2;1
25559.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;67;67;55;6;6;5;1;60;0;1;13;21;25;7
15212.0;2022;13;POITIERS;MASCULIN;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;1;1;1;0;0;0;0;1;0;0;1;0;0;0
25560.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33006 ANIMAT. ENFANCE& PERSONNES AGEES;61;61;46;11;4;2;2;48;0;1;11;18;18;13
15213.0;2022;13;POITIERS;MASCULIN;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;2;2;2;0;0;0;0;2;0;1;1;0;0;0
25563.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33603 ESTHETIQUE COSMETIQUE PARFUMERIE;1;1;0;1;0;0;0;0;0;0;0;0;0;1
15220.0;2022;13;POITIERS;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21004 CGEA;2;2;1;1;0;0;0;1;0;0;0;0;1;1
25571.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STD2A;BAC STD2A SCIENCES & TECHNO. DESIGN-ARTS APPLIQUES;23;23;23;0;0;0;0;23;0;0;5;8;10;0
15221.0;2022;13;POITIERS;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21113 CGEVV;1;0;0;0;0;0;0;0;0;0;0;0;0;0
25576.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STI2D;BAC STI2D SYSTÈME D'INFORMATION  ET NUMERIQUE;942;942;771;44;127;78;49;849;2;18;127;291;411;93
15222.0;2022;13;POITIERS;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21114 CONDUITE PRODUCTIONS HORTICOLES;2;2;2;0;0;0;0;2;0;0;0;1;1;0
25577.0;2023;25;VERSAILLES;MASCULIN;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STL;BAC STL BIOCHIM.-BIOLOGIE-BIOTECHNOL.;184;184;149;10;25;11;14;160;0;4;29;56;71;24
15233.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22003 BIO-INDUSTRIES DE TRANSFORMATION;12;12;7;4;1;1;0;8;0;0;3;3;2;4
15243.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BACPRO 23103 TECHNICIEN GEOMETRE-TOPOGRAPHE;23;22;22;0;0;0;0;22;0;1;5;10;6;0
15247.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23304 AMENAGEMENT FINITION BATIMENT;21;21;15;3;3;2;1;17;0;0;4;8;5;4
15249.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23405 TECHNICIEN MENUISIER AGENCEUR;61;61;47;13;1;1;0;48;0;1;7;18;22;13
15253.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25006 MICROTECHNIQUES;13;13;9;3;1;1;0;10;0;0;1;6;3;3
15258.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;118;117;90;20;7;4;3;94;0;3;19;28;44;23
15268.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25411 TECH.CHAUDRONNERIE INDUSTRIELLE;45;45;38;6;1;1;0;39;0;3;8;21;7;6
15276.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21113 CGEVV;34;34;30;4;0;0;0;30;0;0;5;7;18;4
15278.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21203 TECHN CONSEIL DE VENTE ANIMAL;10;10;10;0;0;0;0;10;0;0;1;3;6;0
15280.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21210 COND GEST ENTR CANIN ET FELIN;8;8;8;0;0;0;0;8;0;0;1;3;4;0
15294.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;189;189;155;22;12;6;6;161;0;1;28;62;70;28
15301.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33004 ACC.SOINS-S.PERS. OPT.EN STRUCTUR;25;25;22;3;0;0;0;22;0;0;2;11;9;3
15306.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO AG 33002 SERV PERS TERRIT;29;28;26;2;0;0;0;26;0;0;2;8;16;2
15309.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STD2A;BAC STD2A SCIENCES & TECHNO. DESIGN-ARTS APPLIQUES;28;28;28;0;0;0;0;28;0;1;7;15;5;0
15311.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STI2D;BAC STI2D ARCHITECTURE ET CONSTRUCTION;116;116;95;5;16;10;6;105;0;2;10;42;51;11
15315.0;2022;13;POITIERS;MASCULIN;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STL;BAC STL BIOCHIM.-BIOLOGIE-BIOTECHNOL.;51;51;42;1;8;6;2;48;0;0;6;13;29;3
15321.0;2022;19;REIMS;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 20102 PILOTE DE LIGNE DE PRODUCTION;3;3;3;0;0;0;0;3;0;1;2;0;0;0
15322.0;2022;19;REIMS;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 22704 TECHN. MAINT. SYST.ENERG.CLIMATI;1;1;1;0;0;0;0;1;0;0;0;0;1;0
15324.0;2022;19;REIMS;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25106 TECHNICIEN D'USINAGE;2;2;2;0;0;0;0;2;0;1;0;1;0;0
15338.0;2022;19;REIMS;FEMININ;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33603 ESTHETIQUE COSMETIQUE PARFUMERIE;4;4;2;2;0;0;0;2;0;0;0;0;2;2
15346.0;2022;19;REIMS;FEMININ;ENSEIGNEMENT A DISTANCE;BAC TECHNOLOGIQUE;BAC ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;2;2;2;0;0;0;0;2;0;0;1;1;0;0
15351.0;2022;19;REIMS;FEMININ;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31212 METIERS DE L'ACCUEIL;2;1;1;0;0;0;0;1;0;0;0;1;0;0
15352.0;2022;19;REIMS;FEMININ;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;1;1;1;0;0;0;0;1;0;0;0;1;0;0
15365.0;2022;19;REIMS;FEMININ;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC ST2S;BAC ST2S SCIENCES & TECHNO. SANTE & SOCIAL;4;3;1;2;0;0;0;1;0;0;0;0;1;2
15376.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23004 TECHN. ETUDES BAT.A ETUDES & ECO.;7;7;7;0;0;0;0;7;0;0;0;4;3;0
15378.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23304 AMENAGEMENT FINITION BATIMENT;3;3;3;0;0;0;0;3;0;0;2;1;0;0
15380.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23408 Etude et réalisation d'agencement;3;3;3;0;0;0;0;3;0;0;1;0;2;0
15384.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25106 TECHNICIEN D'USINAGE;2;2;2;0;0;0;0;2;0;0;1;0;1;0
15387.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25509 TECHNIC. FROID CONDITIONNEMT AIR;1;1;1;0;0;0;0;1;0;0;1;0;0;0
15392.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21004 CGEA;31;28;20;8;0;0;0;20;0;1;3;6;10;8
15393.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21113 CGEVV;10;10;2;8;0;0;0;2;0;0;0;0;2;8
15404.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 30001 GESTION-ADMINISTRATION;235;234;175;46;13;10;3;185;0;5;29;74;77;49
15406.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31107 CONDUCT. TRANSP.ROUT.MARCHANDISES;5;5;5;0;0;0;0;5;0;2;3;0;0;0
15407.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31108 TRANSPORT;3;3;2;0;1;1;0;3;0;1;0;0;2;0
15410.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31214 MET.COM.VEN.OP.B PR.CL.VA.OF.COM.;113;113;75;29;9;8;1;83;0;1;14;30;38;30
15412.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 32208 REAL.PR.IMPR.PLURI.OPTB.PR.IMPR.;2;2;2;0;0;0;0;2;0;0;1;1;0;0
15413.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 32303 ART.& MET.ART:COM.VIS.VIS.PLURI-M;24;24;22;2;0;0;0;22;0;1;9;9;3;2
15414.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33002 SERVICES DE PROXIMITE  VIE LOCAL;10;10;9;1;0;0;0;9;0;0;3;4;2;1
15422.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 34305 TECHN.D'INTERV.SUR INSTALL. NUCL.;1;1;1;0;0;0;0;1;0;0;0;0;1;0
15423.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 34403 METIERS DE LA SECURITE;33;33;28;4;1;0;1;28;0;2;4;12;10;5
15426.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC S2TMD;BAC S2TMD MUSIQUE;3;3;3;0;0;0;0;3;0;1;1;1;0;0
15430.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STHR;BAC STHR SC.&TEC. HOTELLERIE-RESTAURATION;16;16;16;0;0;0;0;16;0;3;1;6;6;0
15436.0;2022;19;REIMS;FEMININ;SCOLAIRE;BAC TECHNOLOGIQUE;BAC STL;BAC STL SCIENCES PHYSIQUES CHIMIQUES  EN LABORAT.;16;16;14;1;1;0;1;14;0;0;2;4;8;2
15447.0;2022;19;REIMS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23102 TRAVAUX PUBLICS;26;25;21;2;2;0;2;21;0;3;3;11;4;4
15452.0;2022;19;REIMS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 24203 METIERS DE LA MODE - VÊTEMENT;1;1;0;0;1;0;1;0;0;0;0;0;0;1
15457.0;2022;19;REIMS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25215 MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT;15;15;10;2;3;2;1;12;0;0;4;4;4;3
15461.0;2022;19;REIMS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25221 MAINT.MATERIELS OPT.C ESP. VERTS;2;2;0;2;0;0;0;0;0;0;0;0;0;2
15463.0;2022;19;REIMS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25411 TECH.CHAUDRONNERIE INDUSTRIELLE;32;32;13;16;3;0;3;13;0;0;1;6;6;19
15464.0;2022;19;REIMS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25509 TECHNIC. FROID CONDITIONNEMT AIR;1;1;1;0;0;0;0;1;0;0;0;0;1;0
15467.0;2022;19;REIMS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25515 SYST.NUM.OPT.C RES.INF.SYST.COMM.;2;2;2;0;0;0;0;2;0;0;1;0;1;0
15477.0;2022;19;REIMS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 32303 ART.& MET.ART:COM.VIS.VIS.PLURI-M;1;1;1;0;0;0;0;1;0;0;1;0;0;0
15479.0;2022;19;REIMS;MASCULIN;APPRENTISSAGE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 34305 TECHN.D'INTERV.SUR INSTALL. NUCL.;5;5;5;0;0;0;0;5;0;0;0;5;0;0
15488.0;2022;19;REIMS;MASCULIN;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23405 TECHNICIEN MENUISIER AGENCEUR;6;6;6;0;0;0;0;6;0;2;2;2;0;0
15491.0;2022;19;REIMS;MASCULIN;FORMATION CONTINUE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 34403 METIERS DE LA SECURITE;4;4;4;0;0;0;0;4;0;0;1;0;3;0
15494.0;2022;19;REIMS;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25214 MAINT.VEHIC.OPTA VOIT.PARTICUL.;1;1;0;1;0;0;0;0;0;0;0;0;0;1
15496.0;2022;19;REIMS;MASCULIN;INDIVIDUEL;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21405 AMENAGEMENTS PAYSAGERS;1;1;1;0;0;0;0;1;0;0;0;0;1;0
15501.0;2022;19;REIMS;MASCULIN;INDIVIDUEL;BAC TECHNOLOGIQUE;BAC STI2D;BAC STI2D INNOVATION TECHNO.  ET ECO CONCEPTION;1;1;0;0;1;1;0;1;0;0;0;0;1;0
15507.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BACPRO 20002 ETUD.DEFINITION PRDTS INDUSTRIEL;10;10;7;3;0;0;0;7;0;0;0;3;4;3
15526.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 23408 Etude et réalisation d'agencement;3;3;2;1;0;0;0;2;0;0;0;1;1;1
15533.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25216 MAINT.VEHIC.OPTC MOTOCYCLES;7;7;6;1;0;0;0;6;0;1;3;0;2;1
15542.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO 25514 SYST.NUM.OPT.B AUD.RES.EQUIP.DOM.;55;55;47;6;2;2;0;49;0;4;7;20;18;6
15546.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21113 CGEVV;33;32;27;5;0;0;0;27;0;0;1;9;17;5
15551.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 21302 GEST MILIEUX NATURELS FAUNE;47;47;40;7;0;0;0;40;0;0;1;14;25;7
15556.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO PROD;BAC PRO AG 22107 TEC CONS VTE ALIMENTATION P.ALIM;4;3;3;0;0;0;0;3;0;0;1;2;0;0
15559.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31107 CONDUCT. TRANSP.ROUT.MARCHANDISES;61;61;52;8;1;0;1;52;0;2;19;24;7;9
15562.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 31213 MET.COM.VEN.OP.A ANI.GES.ESP.COM.;172;171;113;38;20;16;4;129;0;1;10;48;70;42
15567.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 33002 SERVICES DE PROXIMITE  VIE LOCAL;5;5;4;0;1;0;1;4;0;0;1;1;2;1
15573.0;2022;19;REIMS;MASCULIN;SCOLAIRE;BAC PROFESSIONNEL;BAC PRO SERV;BAC PRO 34305 TECHN.D'INTERV.SUR INSTALL. NUCL.;12;12;10;2;0;0;0;10;0;0;2;5;3;2
